,Source,Referal,Medium,Date,Sessions,ProductID,Product,Supplier,OrgId
2,neu.bimswarm.de,referral,desktop,2023-04-19,2,309,VREX,Vixel AS,256
1,(direct),(none),desktop,2023-03-30,5,309,VREX,Vixel AS,256
0,(direct),(none),desktop,2023-03-28,8,309,VREX,Vixel AS,256
0,(direct),(none),desktop,2023-03-20,2,310,Bau - Tagebuch,Open Experience GmbH,253
0,bimswarm.de,referral,desktop,2023-04-03,2,305,Bau - Checklisten,Open Experience GmbH,253
1,jira.adesso.de,referral,desktop,2023-02-24,2,305,Bau - Checklisten,Open Experience GmbH,253
0,(direct),(none),desktop,2023-03-14,1,311,AUSSCHREIBEN.DE-2023-05-02 07:25:51.579,AUSSCHREIBEN.DE ein Service der ORCA Software GmbH,257
0,bimswarm.de,referral,desktop,2022-10-05,1,9,HottSCAN,Hottgenroth Software AG,6
2,(direct),(none),desktop,2023-06-07,1,8,ETU-Simulation,Hottgenroth Software AG,6
3,bimswarm.de,referral,desktop,2023-06-06,1,8,ETU-Simulation,Hottgenroth Software AG,6
1,(direct),(none),desktop,2023-06-05,2,8,ETU-Simulation,Hottgenroth Software AG,6
0,(direct),(none),desktop,2023-05-23,2,8,ETU-Simulation,Hottgenroth Software AG,6
0,bimswarm.de,referral,desktop,2022-11-18,1,10,Kaufmann,Hottgenroth Software AG,6
2,bimswarm.de,referral,desktop,2023-06-09,1,7,ETU-Planer,Hottgenroth Software AG,6
1,bimswarm.de,referral,desktop,2023-05-22,1,7,ETU-Planer,Hottgenroth Software AG,6
0,bimswarm.de,referral,desktop,2023-01-10,1,7,ETU-Planer,Hottgenroth Software AG,6
78,bimswarm.de,referral,mobile,2023-06-13,1,2,BIMcatalogs.net,CADENAS GmbH,12
0,(direct),(none),desktop,2023-06-09,4,2,BIMcatalogs.net,CADENAS GmbH,12
15,(direct),(none),desktop,2023-06-08,2,2,BIMcatalogs.net,CADENAS GmbH,12
21,bimswarm.de,referral,desktop,2023-05-24,2,2,BIMcatalogs.net,CADENAS GmbH,12
74,bimswarm.de,referral,desktop,2023-05-23,1,2,BIMcatalogs.net,CADENAS GmbH,12
14,(direct),(none),desktop,2023-05-23,2,2,BIMcatalogs.net,CADENAS GmbH,12
13,(direct),(none),desktop,2023-05-16,2,2,BIMcatalogs.net,CADENAS GmbH,12
41,(direct),(none),mobile,2023-05-09,1,2,BIMcatalogs.net,CADENAS GmbH,12
85,google,organic,desktop,2023-04-24,1,2,BIMcatalogs.net,CADENAS GmbH,12
73,bimswarm.de,referral,desktop,2023-04-11,1,2,BIMcatalogs.net,CADENAS GmbH,12
84,google,organic,desktop,2023-04-08,1,2,BIMcatalogs.net,CADENAS GmbH,12
88,neu.bimswarm.de,referral,desktop,2023-04-06,1,2,BIMcatalogs.net,CADENAS GmbH,12
72,bimswarm.de,referral,desktop,2023-04-03,1,2,BIMcatalogs.net,CADENAS GmbH,12
38,(direct),(none),desktop,2023-03-29,1,2,BIMcatalogs.net,CADENAS GmbH,12
71,bimswarm.de,referral,desktop,2023-03-28,1,2,BIMcatalogs.net,CADENAS GmbH,12
20,bimswarm.de,referral,desktop,2023-03-21,2,2,BIMcatalogs.net,CADENAS GmbH,12
37,(direct),(none),desktop,2023-03-20,1,2,BIMcatalogs.net,CADENAS GmbH,12
43,5lcue.r.a.d.sendibm1.com,referral,desktop,2023-03-17,1,2,BIMcatalogs.net,CADENAS GmbH,12
36,(direct),(none),desktop,2023-03-16,1,2,BIMcatalogs.net,CADENAS GmbH,12
22,google,organic,desktop,2023-03-16,2,2,BIMcatalogs.net,CADENAS GmbH,12
70,bimswarm.de,referral,desktop,2023-03-14,1,2,BIMcatalogs.net,CADENAS GmbH,12
35,(direct),(none),desktop,2023-03-10,1,2,BIMcatalogs.net,CADENAS GmbH,12
83,google,organic,desktop,2023-02-28,1,2,BIMcatalogs.net,CADENAS GmbH,12
86,jira.adesso.de,referral,desktop,2023-02-23,1,2,BIMcatalogs.net,CADENAS GmbH,12
69,bimswarm.de,referral,desktop,2023-02-23,1,2,BIMcatalogs.net,CADENAS GmbH,12
68,bimswarm.de,referral,desktop,2023-02-20,1,2,BIMcatalogs.net,CADENAS GmbH,12
34,(direct),(none),desktop,2023-02-20,1,2,BIMcatalogs.net,CADENAS GmbH,12
5,(direct),(none),desktop,2023-02-15,3,2,BIMcatalogs.net,CADENAS GmbH,12
67,bimswarm.de,referral,desktop,2023-02-05,1,2,BIMcatalogs.net,CADENAS GmbH,12
90,startconsult.everythink.co,referral,desktop,2023-01-31,1,2,BIMcatalogs.net,CADENAS GmbH,12
87,linkedin.com,referral,desktop,2023-01-28,1,2,BIMcatalogs.net,CADENAS GmbH,12
82,google,organic,desktop,2023-01-19,1,2,BIMcatalogs.net,CADENAS GmbH,12
66,bimswarm.de,referral,desktop,2023-01-10,1,2,BIMcatalogs.net,CADENAS GmbH,12
89,planen-bauen40.de,referral,desktop,2023-01-05,1,2,BIMcatalogs.net,CADENAS GmbH,12
42,5lcue.r.a.d.sendibm1.com,referral,desktop,2023-01-02,1,2,BIMcatalogs.net,CADENAS GmbH,12
65,bimswarm.de,referral,desktop,2022-12-27,1,2,BIMcatalogs.net,CADENAS GmbH,12
64,bimswarm.de,referral,desktop,2022-12-26,1,2,BIMcatalogs.net,CADENAS GmbH,12
45,5lcue.r.bh.d.sendibt3.com,referral,desktop,2022-12-22,1,2,BIMcatalogs.net,CADENAS GmbH,12
63,bimswarm.de,referral,desktop,2022-12-21,1,2,BIMcatalogs.net,CADENAS GmbH,12
44,5lcue.r.bh.d.sendibt3.com,referral,desktop,2022-12-20,1,2,BIMcatalogs.net,CADENAS GmbH,12
12,(direct),(none),desktop,2022-12-19,2,2,BIMcatalogs.net,CADENAS GmbH,12
62,bimswarm.de,referral,desktop,2022-12-17,1,2,BIMcatalogs.net,CADENAS GmbH,12
81,google,organic,desktop,2022-12-17,1,2,BIMcatalogs.net,CADENAS GmbH,12
11,(direct),(none),desktop,2022-12-15,2,2,BIMcatalogs.net,CADENAS GmbH,12
61,bimswarm.de,referral,desktop,2022-12-15,1,2,BIMcatalogs.net,CADENAS GmbH,12
33,(direct),(none),desktop,2022-12-14,1,2,BIMcatalogs.net,CADENAS GmbH,12
32,(direct),(none),desktop,2022-12-11,1,2,BIMcatalogs.net,CADENAS GmbH,12
10,(direct),(none),desktop,2022-12-06,2,2,BIMcatalogs.net,CADENAS GmbH,12
9,(direct),(none),desktop,2022-12-01,2,2,BIMcatalogs.net,CADENAS GmbH,12
7,bimswarm.de,referral,desktop,2022-12-01,3,2,BIMcatalogs.net,CADENAS GmbH,12
31,(direct),(none),desktop,2022-11-29,1,2,BIMcatalogs.net,CADENAS GmbH,12
19,bimswarm.de,referral,desktop,2022-11-29,2,2,BIMcatalogs.net,CADENAS GmbH,12
60,bimswarm.de,referral,desktop,2022-11-28,1,2,BIMcatalogs.net,CADENAS GmbH,12
8,(direct),(none),desktop,2022-11-25,2,2,BIMcatalogs.net,CADENAS GmbH,12
18,bimswarm.de,referral,desktop,2022-11-24,2,2,BIMcatalogs.net,CADENAS GmbH,12
1,bimswarm.de,referral,desktop,2022-11-23,4,2,BIMcatalogs.net,CADENAS GmbH,12
30,(direct),(none),desktop,2022-11-22,1,2,BIMcatalogs.net,CADENAS GmbH,12
59,bimswarm.de,referral,desktop,2022-11-22,1,2,BIMcatalogs.net,CADENAS GmbH,12
58,bimswarm.de,referral,desktop,2022-11-21,1,2,BIMcatalogs.net,CADENAS GmbH,12
80,google,organic,desktop,2022-11-18,1,2,BIMcatalogs.net,CADENAS GmbH,12
57,bimswarm.de,referral,desktop,2022-11-15,1,2,BIMcatalogs.net,CADENAS GmbH,12
29,(direct),(none),desktop,2022-11-15,1,2,BIMcatalogs.net,CADENAS GmbH,12
40,(direct),(none),mobile,2022-11-12,1,2,BIMcatalogs.net,CADENAS GmbH,12
39,(direct),(none),mobile,2022-11-10,1,2,BIMcatalogs.net,CADENAS GmbH,12
4,(direct),(none),desktop,2022-11-09,3,2,BIMcatalogs.net,CADENAS GmbH,12
3,(direct),(none),desktop,2022-11-08,3,2,BIMcatalogs.net,CADENAS GmbH,12
56,bimswarm.de,referral,desktop,2022-11-08,1,2,BIMcatalogs.net,CADENAS GmbH,12
77,bimswarm.de,referral,mobile,2022-11-07,1,2,BIMcatalogs.net,CADENAS GmbH,12
2,(direct),(none),desktop,2022-11-04,3,2,BIMcatalogs.net,CADENAS GmbH,12
55,bimswarm.de,referral,desktop,2022-10-31,1,2,BIMcatalogs.net,CADENAS GmbH,12
28,(direct),(none),desktop,2022-10-28,1,2,BIMcatalogs.net,CADENAS GmbH,12
17,bimswarm.de,referral,desktop,2022-10-28,2,2,BIMcatalogs.net,CADENAS GmbH,12
54,bimswarm.de,referral,desktop,2022-10-27,1,2,BIMcatalogs.net,CADENAS GmbH,12
53,bimswarm.de,referral,desktop,2022-10-26,1,2,BIMcatalogs.net,CADENAS GmbH,12
76,bimswarm.de,referral,mobile,2022-10-24,1,2,BIMcatalogs.net,CADENAS GmbH,12
52,bimswarm.de,referral,desktop,2022-10-19,1,2,BIMcatalogs.net,CADENAS GmbH,12
16,bimswarm.de,referral,desktop,2022-10-17,2,2,BIMcatalogs.net,CADENAS GmbH,12
27,(direct),(none),desktop,2022-10-17,1,2,BIMcatalogs.net,CADENAS GmbH,12
51,bimswarm.de,referral,desktop,2022-10-16,1,2,BIMcatalogs.net,CADENAS GmbH,12
26,(direct),(none),desktop,2022-10-13,1,2,BIMcatalogs.net,CADENAS GmbH,12
25,(direct),(none),desktop,2022-10-04,1,2,BIMcatalogs.net,CADENAS GmbH,12
79,google,organic,desktop,2022-09-30,1,2,BIMcatalogs.net,CADENAS GmbH,12
50,bimswarm.de,referral,desktop,2022-09-28,1,2,BIMcatalogs.net,CADENAS GmbH,12
6,bimswarm.de,referral,desktop,2022-09-27,3,2,BIMcatalogs.net,CADENAS GmbH,12
24,(direct),(none),desktop,2022-09-27,1,2,BIMcatalogs.net,CADENAS GmbH,12
49,bimswarm.de,referral,desktop,2022-09-22,1,2,BIMcatalogs.net,CADENAS GmbH,12
48,bimswarm.de,referral,desktop,2022-09-21,1,2,BIMcatalogs.net,CADENAS GmbH,12
23,(direct),(none),desktop,2022-09-21,1,2,BIMcatalogs.net,CADENAS GmbH,12
47,bimswarm.de,referral,desktop,2022-09-20,1,2,BIMcatalogs.net,CADENAS GmbH,12
75,bimswarm.de,referral,mobile,2022-09-19,1,2,BIMcatalogs.net,CADENAS GmbH,12
46,bimswarm.de,referral,desktop,2022-09-19,1,2,BIMcatalogs.net,CADENAS GmbH,12
5,(direct),(none),desktop,2023-06-13,2,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
19,(direct),(none),desktop,2023-06-08,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
18,(direct),(none),desktop,2023-06-07,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
30,neu.bimswarm.de,referral,desktop,2023-05-23,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
17,(direct),(none),desktop,2023-04-25,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
13,neu.bimswarm.de,referral,desktop,2023-04-24,2,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
2,neu.bimswarm.de,referral,desktop,2023-04-20,4,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
12,neu.bimswarm.de,referral,desktop,2023-04-19,2,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
11,neu.bimswarm.de,referral,desktop,2023-04-18,2,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
7,bimswarm.de,referral,desktop,2023-04-03,2,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
1,(direct),(none),desktop,2023-03-30,6,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
0,(direct),(none),desktop,2023-03-28,9,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
28,jira.adesso.de,referral,desktop,2023-03-21,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
4,(direct),(none),desktop,2023-03-20,2,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
29,linkedin.com,referral,desktop,2023-03-14,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
16,(direct),(none),desktop,2023-03-14,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
10,jira.adesso.de,referral,desktop,2023-02-24,2,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
27,jira.adesso.de,referral,desktop,2023-02-10,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
26,bimswarm.de,referral,desktop,2023-02-03,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
6,bimswarm.de,referral,desktop,2023-02-01,2,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
9,google,organic,desktop,2023-02-01,2,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
3,(direct),(none),desktop,2023-01-20,2,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
25,bimswarm.de,referral,desktop,2022-12-06,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
24,bimswarm.de,referral,desktop,2022-10-11,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
23,bimswarm.de,referral,desktop,2022-10-06,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
22,bimswarm.de,referral,desktop,2022-10-05,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
21,bimswarm.de,referral,desktop,2022-09-29,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
20,bimswarm.de,referral,desktop,2022-09-28,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
15,(direct),(none),desktop,2022-09-22,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
8,google,organic,desktop,2022-09-21,2,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
14,(direct),(none),desktop,2022-09-21,1,3,3dfind.it-2023-05-25 08:05:17.189,CADENAS GmbH,12
0,neu.bimswarm.de,referral,desktop,2023-04-20,3,322,easyVO Waste Management,easycircular Umweltmanagement GmbH,264
0,(direct),(none),desktop,2023-06-13,2,319,Life-Cycle Passport,Concular GmbH,262
2,(direct),(none),desktop,2023-06-08,1,319,Life-Cycle Passport,Concular GmbH,262
1,(direct),(none),desktop,2023-06-07,1,319,Life-Cycle Passport,Concular GmbH,262
