,Source,Referal,Medium,Date,Sessions
1344,statics.teams.cdn.office.net,referral,desktop,2022-09-22,1
719,bimswarm.de,referral,mobile,2022-09-22,2
218,bimswarm.de,referral,desktop,2022-09-22,7
237,google,organic,desktop,2022-09-22,7
663,app.goto.com,referral,desktop,2022-09-22,2
8,(direct),(none),desktop,2022-09-22,19
874,(direct),(none),mobile,2022-09-21,1
669,bimswarm.de,referral,desktop,2022-09-21,2
768,google,organic,desktop,2022-09-21,2
68,(direct),(none),desktop,2022-09-21,11
1108,bimtagdeutschland.de,referral,desktop,2022-09-21,1
44,bimswarm.de,referral,desktop,2022-09-20,14
767,google,organic,desktop,2022-09-20,2
41,(direct),(none),desktop,2022-09-20,14
873,(direct),(none),mobile,2022-09-20,1
735,bimtagedeutschland.expo-ip.com,referral,desktop,2022-09-20,2
2,bimswarm.de,referral,desktop,2022-09-19,23
359,bimswarm.de,referral,mobile,2022-09-19,5
47,(direct),(none),desktop,2022-09-19,13
993,baidu,organic,mobile,2022-09-19,1
828,(direct),(none),desktop,2022-09-18,1
462,(direct),(none),desktop,2022-09-17,3
827,(direct),(none),desktop,2022-09-16,1
361,bimtagdeutschland.de,referral,desktop,2022-09-16,5
514,bimswarm.de,referral,desktop,2022-09-16,3
