,Land,Date,pagePath,Number of Pages,Sessions,Users,Duration,ProductID,Product,Supplier,OrgId
569,Germany,2023-10-17,/marktplatz?tab=0&appSubPro=256&productId=256,0,1,1,1,256,ADDISON Handwerk,ADDISON Handwerk,230
570,Germany,2023-10-17,/marktplatz?tab=0&productId=256,1,1,1,31,256,ADDISON Handwerk,ADDISON Handwerk,230
571,Germany,2023-10-13,/marktplatz?tab=0&productId=256,2,1,1,8,256,ADDISON Handwerk,ADDISON Handwerk,230
572,Germany,2023-10-10,/marktplatz?tab=0&search=ava&ptgId=45&productId=256,1,1,1,26,256,ADDISON Handwerk,ADDISON Handwerk,230
573,Germany,2023-10-04,/marktplatz?tab=0&attr=31&productId=256,1,1,1,10,256,ADDISON Handwerk,ADDISON Handwerk,230
574,Germany,2023-09-29,/marktplatz?tab=0&attr=31&productId=256,1,1,1,31,256,ADDISON Handwerk,ADDISON Handwerk,230
575,Germany,2023-09-26,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&productId=256,1,1,1,72,256,ADDISON Handwerk,ADDISON Handwerk,230
576,Germany,2023-06-13,/marktplatz%3Ftab=0&productId=256?tab=0,1,1,1,7,256,ADDISON Handwerk,ADDISON Handwerk,230
577,Germany,2023-06-13,/marktplatz%3Ftab=0&productId=256?tab=0&productId=256,2,1,1,28,256,ADDISON Handwerk,ADDISON Handwerk,230
578,Germany,2023-04-18,/marktplatz%3Ftab=0?tab=0&attr=13&productId=256,1,1,1,31,256,ADDISON Handwerk,ADDISON Handwerk,230
579,Indonesia,2023-04-14,/marktplatz%3Ftab=0?tab=0&certificationType=ATTRIBUTE_CERT&certifiId=9&productId=256,1,1,1,22,256,ADDISON Handwerk,ADDISON Handwerk,230
580,Germany,2023-02-18,/marktplatz%3Ftab=0?tab=0&ptgId=45&productId=256,1,1,1,1,256,ADDISON Handwerk,ADDISON Handwerk,230
581,Germany,2023-01-12,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT&productId=256,3,1,1,13,256,ADDISON Handwerk,ADDISON Handwerk,230
582,Germany,2022-12-15,/marktplatz?tab=0&productId=256,1,1,1,20,256,ADDISON Handwerk,ADDISON Handwerk,230
583,Germany,2022-11-29,/marktplatz?tab=0&productId=256,1,1,1,64,256,ADDISON Handwerk,ADDISON Handwerk,230
584,Germany,2022-11-15,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&productId=256,1,1,1,12,256,ADDISON Handwerk,ADDISON Handwerk,230
585,Germany,2022-11-09,/marktplatz%3Ftab=0&productId=256?tab=0&productId=256,2,1,1,51,256,ADDISON Handwerk,ADDISON Handwerk,230
586,Germany,2022-11-07,/marktplatz%3Ftab=0&productId=154?tab=0&productId=256,1,1,1,33,256,ADDISON Handwerk,ADDISON Handwerk,230
587,Germany,2022-10-27,/login?tab=0&productId=256,3,1,1,7,256,ADDISON Handwerk,ADDISON Handwerk,230
588,Germany,2022-10-14,/marktplatz?tab=0&ptgId=45&productId=256,1,1,1,13,256,ADDISON Handwerk,ADDISON Handwerk,230
589,Germany,2022-09-27,/marktplatz?tab=0&productId=256,1,1,1,4,256,ADDISON Handwerk,ADDISON Handwerk,230
590,Germany,2023-10-24,/marktplatz?tab=0&productId=126,1,1,1,13,126,AVA.relax ,COSOBA GmbH ,100
591,Germany,2023-10-17,/marktplatz?tab=0&attr=79&productId=126,1,1,1,6,126,AVA.relax ,COSOBA GmbH ,100
592,Germany,2023-10-11,/marktplatz?tab=0&productId=126,1,1,1,1,126,AVA.relax ,COSOBA GmbH ,100
593,Germany,2023-10-10,/marktplatz?tab=0&ptgId=45&attr=31&attr=27&productId=126,1,1,1,32,126,AVA.relax ,COSOBA GmbH ,100
594,Germany,2023-09-15,/marktplatz?tab=0&ptgId=45&productId=126,1,1,1,5,126,AVA.relax ,COSOBA GmbH ,100
595,Germany,2023-07-27,/marktplatz?tab=0&ptgId=45&productId=126,1,1,1,9,126,AVA.relax ,COSOBA GmbH ,100
596,Germany,2023-05-24,/marktplatz%3Ftab=0&ptgId=45?tab=0&ptgId=45&productId=126,1,1,1,32,126,AVA.relax ,COSOBA GmbH ,100
597,Germany,2023-04-20,/marktplatz?tab=0&attr=31&attr=27&productId=126,1,1,1,90,126,AVA.relax ,COSOBA GmbH ,100
598,Austria,2023-04-05,/marktplatz?tab=0&productId=126,1,1,1,1,126,AVA.relax ,COSOBA GmbH ,100
599,Germany,2023-01-04,/marktplatz%3Ftab=0&productId=118?tab=0&productId=126,1,1,1,26,126,AVA.relax ,COSOBA GmbH ,100
600,Germany,2022-11-29,/marktplatz?tab=0&ptgId=45&productId=126,1,1,1,0,126,AVA.relax ,COSOBA GmbH ,100
601,Germany,2022-10-13,/marktplatz?tab=0&ptgId=45&productId=126,2,1,1,279,126,AVA.relax ,COSOBA GmbH ,100
602,Germany,2022-09-20,/marktplatz?tab=0&ptgId=53&ptgId=52&ptgId=45&ptgId=19&productId=126,1,1,1,42,126,AVA.relax ,COSOBA GmbH ,100
603,Germany,2023-10-25,/marktplatz?tab=0&productId=193,1,1,1,3,193,STRAKON,DICAD Systeme GmbH,186
604,Germany,2023-10-10,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT&certifiId=12&productId=193,1,1,1,9,193,STRAKON,DICAD Systeme GmbH,186
605,Germany,2023-09-04,/marktplatz?tab=0&ptgId=6&productId=193,1,1,1,6,193,STRAKON,DICAD Systeme GmbH,186
606,Germany,2023-07-06,/marktplatz?tab=0&search=strakon&productId=193,1,1,1,4,193,STRAKON,DICAD Systeme GmbH,186
607,Germany,2023-06-12,/marktplatz?tab=0&attr=79&search=DICAD%20&productId=193,1,1,1,30,193,STRAKON,DICAD Systeme GmbH,186
608,Germany,2023-06-08,/marktplatz?tab=0&attr=4&ptgId=46&productId=193,1,1,1,71,193,STRAKON,DICAD Systeme GmbH,186
609,Germany,2023-05-03,/marktplatz%3Ftab=0?tab=0&search=STRAKON&productId=193,1,1,1,2,193,STRAKON,DICAD Systeme GmbH,186
610,Germany,2023-04-24,/marktplatz?tab=0&attr=86&productId=193,1,1,1,15,193,STRAKON,DICAD Systeme GmbH,186
611,Indonesia,2023-04-14,/marktplatz%3Ftab=0?tab=0&certificationType=ATTRIBUTE_CERT&certifiId=12&productId=193,1,1,1,17,193,STRAKON,DICAD Systeme GmbH,186
612,Germany,2023-02-14,/marktplatz?tab=0&search=strakon&productId=193,2,1,1,7,193,STRAKON,DICAD Systeme GmbH,186
613,Germany,2023-01-26,/marktplatz?tab=0&search=strakon&productId=193,1,2,1,58,193,STRAKON,DICAD Systeme GmbH,186
614,Germany,2022-11-02,/marktplatz?tab=0&ptgId=10&productId=193,1,1,1,6,193,STRAKON,DICAD Systeme GmbH,186
615,Germany,2022-09-19,/marktplatz%3Ftab=0&productId=233?tab=0&productId=193,1,1,1,7,193,STRAKON,DICAD Systeme GmbH,186
616,Germany,2022-09-19,/marktplatz%3Ftab=0&search=specter?tab=0&attr=86&productId=193,1,1,1,77,193,STRAKON,DICAD Systeme GmbH,186
617,Germany,2023-10-27,/marktplatz?tab=0&search=Bimsync&productId=289,1,1,1,4,289,Bimsync,Catenda AS,248
618,Germany,2023-10-24,/marktplatz?tab=0&productId=289,2,1,1,12,289,Bimsync,Catenda AS,248
619,Germany,2023-10-19,/marktplatz?tab=0&search=projektmanagement&attr=114&productId=289,1,1,1,0,289,Bimsync,Catenda AS,248
620,Germany,2023-10-18,/marktplatz?tab=0&productId=289,1,1,1,69,289,Bimsync,Catenda AS,248
621,Germany,2023-10-16,/marktplatz?tab=0&attr=124&productId=289,2,1,1,181,289,Bimsync,Catenda AS,248
622,Germany,2023-09-27,/marktplatz?tab=0&attr=118&productId=289,1,1,1,17,289,Bimsync,Catenda AS,248
623,Germany,2023-09-18,/marktplatz?tab=0&search=catenda&productId=289,1,2,1,12,289,Bimsync,Catenda AS,248
624,Germany,2023-08-24,/marktplatz?tab=0&category=APP&ptgId=7&productId=289,1,1,1,94,289,Bimsync,Catenda AS,248
625,Germany,2023-08-02,/marktplatz?tab=0&orgId=248&productId=289,1,1,1,9,289,Bimsync,Catenda AS,248
626,Germany,2023-07-20,/marktplatz?tab=0&orgId=248&productId=289,1,1,1,10,289,Bimsync,Catenda AS,248
627,Netherlands,2023-06-27,/marktplatz?tab=0&ptgId=33&productId=289,1,1,1,13,289,Bimsync,Catenda AS,248
628,Germany,2023-06-13,/marktplatz%3Ftab=0&attr=5?tab=0&attr=5&productId=289,1,1,1,71,289,Bimsync,Catenda AS,248
629,Germany,2023-04-20,/marktplatz?tab=0&attr=14&attr=124&productId=289,1,1,1,7,289,Bimsync,Catenda AS,248
630,Germany,2023-04-14,/marktplatz%3Ftab=0?tab=0&attr=14&productId=289,1,1,1,24,289,Bimsync,Catenda AS,248
631,Austria,2023-03-07,/marktplatz?tab=0&productId=289,2,1,1,62,289,Bimsync,Catenda AS,248
632,Germany,2023-03-07,/marktplatz?tab=0&attr=120&productId=289,1,1,1,11,289,Bimsync,Catenda AS,248
633,Switzerland,2023-03-02,/marktplatz%3Ftab=0?tab=0&attr=118&productId=289,1,1,1,7,289,Bimsync,Catenda AS,248
634,Germany,2023-02-13,/marktplatz%3Ftab=0?tab=0&productId=289,1,1,1,105,289,Bimsync,Catenda AS,248
635,Germany,2023-01-06,/profil/settings?tab=0&attr=118&productId=289,2,1,1,27,289,Bimsync,Catenda AS,248
636,Germany,2023-01-06,/marktplatz?tab=0&appSubPro=289&productId=289,1,1,1,4,289,Bimsync,Catenda AS,248
637,Germany,2022-12-19,/marktplatz%3Ftab=0&attr=29?tab=0&attr=118&productId=289,1,1,1,30,289,Bimsync,Catenda AS,248
638,Germany,2022-11-17,/marktplatz%3Ftab=0?tab=0&ptgId=7&attr=118&productId=289,1,1,1,35,289,Bimsync,Catenda AS,248
639,Germany,2022-11-03,/marktplatz%3Ftab=1?tab=0&attr=118&productId=289,1,1,1,137,289,Bimsync,Catenda AS,248
640,Germany,2022-09-28,/marktplatz%3Ftab=0&attr=80?tab=0&attr=118&attr=117&attr=89&productId=289,1,1,1,5,289,Bimsync,Catenda AS,248
641,Germany,2022-09-22,/marktplatz%3Ftab=0&ptgId=45?tab=0&ptgId=7&productId=289,1,1,1,35,289,Bimsync,Catenda AS,248
642,Germany,2023-10-24,/marktplatz?tab=0&productId=287,1,1,1,4,287,LCM Digital,LCM Digital,246
643,Germany,2023-08-23,/marktplatz?tab=0&attr=2&productId=287,2,1,1,537,287,LCM Digital,LCM Digital,246
644,Germany,2023-07-17,/marktplatz?tab=0&attr=114&productId=287,1,1,1,102,287,LCM Digital,LCM Digital,246
645,Germany,2023-04-28,/marktplatz?tab=0&ptgId=48&productId=287,1,1,1,60,287,LCM Digital,LCM Digital,246
646,Germany,2023-04-28,/marktplatz?tab=0&search=LCM&productId=287,1,1,1,36,287,LCM Digital,LCM Digital,246
647,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&search=LCM%20Digital&productId=287,1,1,1,3,287,LCM Digital,LCM Digital,246
648,Germany,2023-04-03,/marktplatz%3Ftab=0&productId=287?tab=0&productId=287,2,1,1,738,287,LCM Digital,LCM Digital,246
649,Germany,2023-04-03,/marktplatz%3Ftab=0&productId=287?tab=0,1,1,1,222,287,LCM Digital,LCM Digital,246
650,Germany,2022-09-21,/marktplatz?tab=0&attr=86&productId=287,1,1,1,7,287,LCM Digital,LCM Digital,246
651,Germany,2023-10-24,/marktplatz?tab=0&productId=285,1,1,1,11,285,KYP Project,KYP Project GmbH,244
652,Germany,2023-05-02,/marktplatz?tab=0&ptgId=4&productId=285,1,1,1,7,285,KYP Project,KYP Project GmbH,244
653,Germany,2023-10-24,/marktplatz?tab=0&productId=257,1,1,1,5,257,OpenProject BIM Edition,OpenProject GmbH,231
654,Germany,2023-06-20,/marktplatz?tab=0&search=OpenProject%20BIM%20Edition&productId=257,1,1,1,11,257,OpenProject BIM Edition,OpenProject GmbH,231
655,Germany,2022-12-19,/marktplatz%3Ftab=0&attr=29?tab=0&ptgId=33&productId=257,1,1,1,29,257,OpenProject BIM Edition,OpenProject GmbH,231
656,Germany,2022-11-08,/marktplatz?tab=0&attr=10&attr=11&attr=23&attr=108&productId=257,1,1,1,1,257,OpenProject BIM Edition,OpenProject GmbH,231
657,Germany,2022-10-11,/marktplatz%3Ftab=0?tab=0&ptgId=33&productId=257,1,1,1,19,257,OpenProject BIM Edition,OpenProject GmbH,231
658,Germany,2022-09-28,/marktplatz?tab=0&ptgId=33&productId=257,1,1,1,10,257,OpenProject BIM Edition,OpenProject GmbH,231
659,Germany,2023-10-27,/marktplatz?tab=0&search=DIGIWO&productId=291,1,1,1,9,291,PropTech Search,Kompetenzzentrum DigiWoh e.V.,249
660,Germany,2023-10-24,/marktplatz?tab=0&productId=291,1,1,1,3,291,PropTech Search,Kompetenzzentrum DigiWoh e.V.,249
661,Germany,2022-10-19,/marktplatz%3Ftab=0&search=prop&productId=291?tab=0&search=search,2,1,1,32,291,PropTech Search,Kompetenzzentrum DigiWoh e.V.,249
662,Germany,2022-10-19,/marktplatz%3Ftab=0&search=prop&productId=291?tab=0&search=search&attr=12,2,1,1,11,291,PropTech Search,Kompetenzzentrum DigiWoh e.V.,249
663,Germany,2022-10-19,/marktplatz%3Ftab=0&search=prop&productId=291?tab=0,1,1,1,39,291,PropTech Search,Kompetenzzentrum DigiWoh e.V.,249
664,Germany,2022-10-19,/marktplatz%3Ftab=0&search=prop&productId=291?tab=0&appSubPro=291&productId=291,1,1,1,5,291,PropTech Search,Kompetenzzentrum DigiWoh e.V.,249
665,Germany,2022-10-19,/marktplatz%3Ftab=0&search=prop&productId=291?tab=0&search=digiwoh,1,1,1,3,291,PropTech Search,Kompetenzzentrum DigiWoh e.V.,249
666,Germany,2022-10-19,/marktplatz%3Ftab=0&search=prop&productId=291?tab=0&search=prop&productId=291,1,1,1,2,291,PropTech Search,Kompetenzzentrum DigiWoh e.V.,249
667,Germany,2022-10-19,/marktplatz%3Ftab=0&search=prop&productId=291?tab=0&search=search&attr=12&productId=291,1,1,1,24,291,PropTech Search,Kompetenzzentrum DigiWoh e.V.,249
668,Germany,2022-10-19,/marktplatz%3Ftab=0&search=prop&productId=291?tab=0&search=search&productId=291,1,1,1,11,291,PropTech Search,Kompetenzzentrum DigiWoh e.V.,249
669,Germany,2022-10-19,/marktplatz?tab=0&search=prop&productId=291,1,3,2,3,291,PropTech Search,Kompetenzzentrum DigiWoh e.V.,249
670,Germany,2022-10-18,/marktplatz?tab=0&orgId=249&productId=291,2,1,1,20,291,PropTech Search,Kompetenzzentrum DigiWoh e.V.,249
671,Germany,2023-10-31,/marktplatz?tab=0&productId=66,5,1,1,58,66,ADITO xRM,ADITO Software GmbH,52
672,Germany,2023-10-31,/marktplatz?tab=0&appSubPro=66&productId=66,1,1,1,0,66,ADITO xRM,ADITO Software GmbH,52
673,Germany,2023-10-30,/marktplatz?tab=0&productId=66,6,5,3,60,66,ADITO xRM,ADITO Software GmbH,52
674,Germany,2023-10-27,/marktplatz?tab=0&productId=66,1,1,1,5,66,ADITO xRM,ADITO Software GmbH,52
675,Germany,2023-10-24,/marktplatz?tab=0&productId=66,2,1,1,22,66,ADITO xRM,ADITO Software GmbH,52
676,Germany,2023-10-19,/marktplatz?tab=0&productId=66,1,1,1,30,66,ADITO xRM,ADITO Software GmbH,52
677,Germany,2023-10-18,/marktplatz?tab=0&productId=66,1,2,1,17,66,ADITO xRM,ADITO Software GmbH,52
678,Germany,2023-10-11,/marktplatz?tab=0&productId=66,1,1,1,15,66,ADITO xRM,ADITO Software GmbH,52
679,Germany,2023-10-10,/marktplatz?tab=0&category=APP&productId=66,1,1,1,34,66,ADITO xRM,ADITO Software GmbH,52
680,Germany,2023-09-29,/marktplatz?tab=0&attr=31&productId=66,2,1,1,16,66,ADITO xRM,ADITO Software GmbH,52
681,Germany,2023-09-27,/marktplatz?tab=0&productId=66,1,1,1,21,66,ADITO xRM,ADITO Software GmbH,52
682,Germany,2023-09-26,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&productId=66,2,1,1,7,66,ADITO xRM,ADITO Software GmbH,52
683,Germany,2023-09-21,/marktplatz?tab=0&productId=66,1,1,1,13,66,ADITO xRM,ADITO Software GmbH,52
684,Germany,2023-09-18,/marktplatz?tab=0&productId=66,1,1,1,15,66,ADITO xRM,ADITO Software GmbH,52
685,Germany,2023-09-13,/marktplatz?tab=0&ptgId=31&productId=66,1,1,1,30,66,ADITO xRM,ADITO Software GmbH,52
686,Germany,2023-08-24,/marktplatz?tab=0&productId=66,1,1,1,22,66,ADITO xRM,ADITO Software GmbH,52
687,Germany,2023-08-24,/marktplatz?tab=0&appSubPro=66&productId=66,1,1,1,2,66,ADITO xRM,ADITO Software GmbH,52
688,Germany,2023-07-10,/marktplatz?tab=0&productId=66,2,1,1,47,66,ADITO xRM,ADITO Software GmbH,52
689,Germany,2023-07-06,/marktplatz?tab=0&productId=66,1,1,1,4,66,ADITO xRM,ADITO Software GmbH,52
690,Austria,2023-07-04,/marktplatz?tab=0&productId=66,1,1,1,16,66,ADITO xRM,ADITO Software GmbH,52
691,Germany,2023-06-19,/marktplatz?tab=0&productId=66,1,1,1,1,66,ADITO xRM,ADITO Software GmbH,52
692,Indonesia,2023-04-14,/marktplatz?tab=0&productId=66,1,1,1,7,66,ADITO xRM,ADITO Software GmbH,52
693,Austria,2023-04-05,/marktplatz?tab=0&productId=66,1,1,1,4,66,ADITO xRM,ADITO Software GmbH,52
694,Austria,2023-03-28,/marktplatz%3Ftab=0?tab=0&productId=66,1,1,1,2,66,ADITO xRM,ADITO Software GmbH,52
695,Germany,2023-01-12,/marktplatz%3Ftab=0?tab=0&productId=66,1,1,1,11,66,ADITO xRM,ADITO Software GmbH,52
696,Germany,2023-01-12,/marktplatz%3Ftab=0&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT&search=kostenfrei?tab=0&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT&productId=66,1,1,1,6,66,ADITO xRM,ADITO Software GmbH,52
697,Germany,2022-12-15,/marktplatz?tab=0&productId=66,1,1,1,10,66,ADITO xRM,ADITO Software GmbH,52
698,Germany,2022-12-08,/marktplatz?tab=0&productId=66,1,1,1,0,66,ADITO xRM,ADITO Software GmbH,52
699,Germany,2022-11-21,/marktplatz?tab=0&productId=66,0,1,1,0,66,ADITO xRM,ADITO Software GmbH,52
700,Germany,2022-11-21,/marktplatz?tab=0&appSubPro=66&productId=66,1,1,1,1,66,ADITO xRM,ADITO Software GmbH,52
701,Germany,2022-11-17,/marktplatz%3Ftab=0?tab=0&productId=66,3,1,1,21,66,ADITO xRM,ADITO Software GmbH,52
702,Germany,2022-11-17,/marktplatz%3Ftab=0?tab=0&appSubPro=66&productId=66,1,1,1,42,66,ADITO xRM,ADITO Software GmbH,52
703,Germany,2022-11-15,/marktplatz?tab=0&attr=1&attr=12&attr=13&attr=24&productId=66,1,1,1,48,66,ADITO xRM,ADITO Software GmbH,52
704,Germany,2022-11-14,/marktplatz?tab=0&appSubPro=66&productId=66,1,1,1,1,66,ADITO xRM,ADITO Software GmbH,52
705,Germany,2022-11-14,/marktplatz?tab=0&productId=66,0,1,1,0,66,ADITO xRM,ADITO Software GmbH,52
706,Germany,2022-11-08,/marktplatz?tab=0&appSubPro=66&productId=66,1,1,1,1,66,ADITO xRM,ADITO Software GmbH,52
707,Germany,2022-11-08,/marktplatz?tab=0&productId=66,2,2,2,12,66,ADITO xRM,ADITO Software GmbH,52
708,Germany,2022-11-07,/marktplatz?tab=0&productId=66,1,2,1,2,66,ADITO xRM,ADITO Software GmbH,52
709,Germany,2022-11-07,/marktplatz?tab=0&appSubPro=66&productId=66,3,2,1,5,66,ADITO xRM,ADITO Software GmbH,52
710,Germany,2022-10-27,/login?tab=0&productId=66,4,1,1,39,66,ADITO xRM,ADITO Software GmbH,52
711,Germany,2022-10-20,/marktplatz%3Ftab=0?tab=0&productId=66,1,1,1,18,66,ADITO xRM,ADITO Software GmbH,52
712,Germany,2022-10-19,/marktplatz%3Ftab=0?tab=0&productId=66,1,1,1,1,66,ADITO xRM,ADITO Software GmbH,52
713,Germany,2022-10-18,/marktplatz%3Ftab=0?tab=0&productId=66,1,1,1,10,66,ADITO xRM,ADITO Software GmbH,52
714,Germany,2022-10-11,/marktplatz%3Ftab=0&category=APP?tab=0&certificationType=ATTRIBUTE_CERT&certifiId=13&productId=66,1,1,1,1,66,ADITO xRM,ADITO Software GmbH,52
715,Germany,2022-09-26,/marktplatz?tab=0&productId=66,1,1,1,0,66,ADITO xRM,ADITO Software GmbH,52
716,Germany,2022-09-21,/marktplatz?tab=0&productId=66,1,1,1,6,66,ADITO xRM,ADITO Software GmbH,52
717,Germany,2023-10-24,/marktplatz?tab=0&productId=284,1,1,1,2,284,m2ing,m2ing GmbH,243
718,Germany,2023-10-11,/marktplatz?tab=0&attr=118&productId=284,1,1,1,64,284,m2ing,m2ing GmbH,243
719,Germany,2023-08-23,/marktplatz?tab=0&attr=2&productId=284,1,1,1,13,284,m2ing,m2ing GmbH,243
720,Germany,2023-07-03,/marktplatz?tab=0&attr=108&productId=284,1,1,1,26,284,m2ing,m2ing GmbH,243
721,Germany,2023-05-02,/marktplatz?tab=0&ptgId=4&productId=284,1,1,1,19,284,m2ing,m2ing GmbH,243
722,Germany,2023-01-04,/marktplatz%3Ftab=0&category=APP?tab=0&attr=118&attr=120&productId=284,1,1,1,24,284,m2ing,m2ing GmbH,243
723,Germany,2023-10-25,/marktplatz?tab=0&productId=303,1,1,1,2,303,VDI/bS-MT 2552 Blatt 8.3,VDI – Verein Deutscher Ingenieure e.V.,252
724,Germany,2023-06-26,/marktplatz?tab=0&category=CONTENT&ptgId=63&productId=303,1,1,1,10,303,VDI/bS-MT 2552 Blatt 8.3,VDI – Verein Deutscher Ingenieure e.V.,252
725,Germany,2023-03-22,/marktplatz?tab=0&category=CONTENT&productId=303,1,1,1,8,303,VDI/bS-MT 2552 Blatt 8.3,VDI – Verein Deutscher Ingenieure e.V.,252
726,Germany,2023-02-02,/marktplatz%3Ftab=0&orgId=252?tab=0&orgId=252&category=CONTENT&productId=303,1,1,1,1,303,VDI/bS-MT 2552 Blatt 8.3,VDI – Verein Deutscher Ingenieure e.V.,252
727,Germany,2023-10-25,/marktplatz?tab=0&productId=300,1,1,1,1,300,VDI 2552 Blatt 7,VDI – Verein Deutscher Ingenieure e.V.,252
728,Germany,2023-02-02,/marktplatz%3Ftab=0&orgId=252?tab=0&orgId=252&category=CONTENT&productId=300,1,1,1,3,300,VDI 2552 Blatt 7,VDI – Verein Deutscher Ingenieure e.V.,252
729,Germany,2023-10-31,/marktplatz?tab=0&productId=295,0,1,1,0,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
730,Germany,2023-10-31,/marktplatz?tab=0&appSubPro=295&productId=295,1,1,1,25,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
731,Germany,2023-10-27,/marktplatz?tab=0&search=bild&productId=295,3,1,1,27,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
732,Germany,2023-10-27,/marktplatz?tab=0&search=BILD%20%2B%20Dokument-Test&productId=295,1,1,1,2,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
733,Germany,2023-10-27,/marktplatz?tab=0&attr=135&productId=295,1,1,1,3,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
734,Germany,2023-10-27,/marktplatz?tab=0&appSubPro=295&productId=295,2,1,1,2,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
735,Germany,2023-10-25,/marktplatz?tab=0&productId=295,1,1,1,5,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
736,Germany,2023-10-23,/marktplatz?tab=0&productId=295,1,2,1,17,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
737,Germany,2023-10-23,/marktplatz?tab=0&search=BILD%20%2B%20Dokument-Test&productId=295,3,1,1,68,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
738,Germany,2023-10-23,/marktplatz?tab=0&appSubPro=295&productId=295,2,2,1,310,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
739,Germany,2023-07-27,/marktplatz?tab=0&category=CONTENT&productId=295,1,1,1,9,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
740,Germany,2023-03-22,/marktplatz%3Ftab=0&category=CONTENT&ptgId=63?tab=0&category=CONTENT&ptgId=63&productId=295,1,1,1,35,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
741,Germany,2023-03-22,/marktplatz%3Ftab=0&category=CONTENT&ptgId=63?tab=0&category=CONTENT&ptgId=63&appSubPro=295&productId=295,1,1,1,20,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
742,Germany,2023-03-21,/marktplatz%3Ftab=0&category=CONTENT&orgId=252&productId=295?tab=0&category=CONTENT&orgId=252,1,2,1,20,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
743,Germany,2023-03-21,/marktplatz%3Ftab=0&category=CONTENT&orgId=252&productId=295?tab=0&category=CONTENT&orgId=252&appSubPro=295&productId=295,1,1,1,6,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
744,Germany,2023-03-21,/marktplatz?tab=0&category=CONTENT&orgId=252&productId=295,1,3,2,22,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
745,Germany,2023-03-21,/marktplatz%3Ftab=0&category=CONTENT&orgId=252&productId=295?tab=0&category=CONTENT&orgId=252&productId=295,1,1,1,0,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
746,Germany,2023-03-15,/marktplatz%3Ftab=0&ptgId=63?tab=0&ptgId=63&productId=295,1,1,1,9,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
747,Germany,2023-03-14,/marktplatz%3Ftab=0&search=GAMMA%20AR?tab=0&productId=295,1,1,1,82,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
748,Germany,2023-03-13,/marktplatz?tab=0&ptgId=63&productId=295,0,1,1,17,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
749,Germany,2023-03-13,/marktplatz%3Ftab=0&ptgId=63?tab=0&ptgId=63&productId=295,2,1,1,61,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
750,Germany,2023-03-13,/marktplatz%3Ftab=2&category=CONTENT&ptgId=63?tab=0&ptgId=63&productId=295,2,2,1,143,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
751,Germany,2023-03-13,/marktplatz?tab=0&category=CONTENT&ptgId=63&productId=295,1,1,1,11,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
752,Germany,2023-02-23,/marktplatz?tab=0&category=CONTENT&search=VDI&productId=295,1,2,1,10,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
753,Germany,2023-02-23,/marktplatz?tab=0&category=CONTENT&productId=295,1,1,1,24,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
754,Germany,2023-02-23,/marktplatz%3Ftab=0&category=CONTENT&search=VDI&productId=295?tab=0&category=CONTENT&search=VDI&productId=295,1,1,1,0,295,VDI 2552 Blatt 1,VDI – Verein Deutscher Ingenieure e.V.,252
