,Land,Date,pagePath,Number of Pages,Sessions,Users,Duration,ProductID,Product,Supplier,OrgId
0,Germany,2023-10-24,/marktplatz?tab=0&productId=293,2,1,1,5,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
1,Germany,2023-03-21,/marktplatz?tab=0&category=CONTENT&productId=293,1,1,1,2,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
2,Germany,2023-02-23,/marktplatz%3Ftab=0&category=CONTENT&productId=290?tab=0&category=CONTENT&productId=293,1,1,1,6,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
3,Germany,2023-02-23,/marktplatz?tab=0&category=CONTENT&productId=293,1,1,1,32,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
4,Germany,2022-12-15,/marktplatz%3Ftab=0&productId=204?tab=0&productId=293,1,1,1,22,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
5,Germany,2022-11-29,/marktplatz%3Ftab=0?tab=0&category=CONTENT&productId=293,2,1,1,14,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
6,Germany,2022-11-28,/marktplatz?tab=0&orgId=247&productId=293,2,1,1,3,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
7,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=293?tab=0&orgId=247&productId=293,3,1,1,14,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
8,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=293?tab=0&orgId=247&appSubPro=293&productId=293,2,1,1,31,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
9,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&appSubPro=293&productId=293?tab=0&orgId=247,1,1,1,11,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
10,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&appSubPro=293&productId=293?tab=0&orgId=247&appSubPro=293&productId=293,1,1,1,7,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
11,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&appSubPro=293&productId=293?tab=0&orgId=247&productId=290,1,1,1,10,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
12,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=292?tab=0&orgId=247&productId=293,1,1,1,64,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
13,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=293?tab=0&orgId=247,1,1,1,7,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
14,Germany,2022-11-25,/marktplatz?tab=0&orgId=247&appSubPro=293&productId=293,0,1,1,0,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
15,Germany,2022-11-25,/marktplatz?tab=0&orgId=247&productId=293,0,1,1,0,293,Bestandsbaudokumentation,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
16,Germany,2023-10-24,/marktplatz?tab=0&productId=288,2,1,1,8,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
17,Germany,2023-10-23,/marktplatz?tab=0&productId=288,1,1,1,6,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
18,Germany,2023-09-08,/marktplatz?tab=0&category=CONTENT&productId=288,1,1,1,53,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
19,Germany,2023-09-08,/marktplatz?tab=0&category=CONTENT&appSubPro=288&productId=288,1,1,1,1,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
20,Germany,2023-07-05,/marktplatz?tab=0&category=CONTENT&productId=288,1,1,1,21,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
21,Germany,2023-06-07,/marktplatz?tab=0&attr=4&productId=288,1,1,1,122,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
22,Germany,2023-05-09,/marktplatz%3Ftab=0&productId=288?tab=0&productId=288,2,1,1,286,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
23,Austria,2023-04-05,/marktplatz?tab=0&productId=288,1,1,1,5,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
24,Germany,2023-03-21,/marktplatz?tab=0&category=CONTENT&productId=288,3,2,1,15,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
25,Germany,2023-02-23,/marktplatz?tab=0&category=CONTENT&productId=288,2,1,1,15,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
26,Germany,2023-02-23,/marktplatz%3Ftab=0&category=CONTENT&productId=290?tab=0&category=CONTENT&productId=288,1,1,1,7,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
27,Germany,2023-01-24,/marktplatz?tab=0&category=CONTENT&productId=288,1,1,1,20,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
28,Germany,2023-01-06,/marktplatz?tab=0&productId=288,1,1,1,24,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
29,Germany,2022-12-17,/marktplatz%3Ftab=0?tab=0&productId=288,1,1,1,15,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
30,Germany,2022-11-28,/marktplatz?tab=0&orgId=247&productId=288,4,1,1,36,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
31,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=288?tab=0&orgId=247&productId=292,2,1,1,13,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
32,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=288?tab=0&orgId=247&productId=288,2,1,1,14,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
33,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=234&productId=264?tab=0&orgId=247&productId=288,2,1,1,205,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
34,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=288?tab=0&orgId=247,1,1,1,14,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
35,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=288?tab=0&orgId=247&appSubPro=288&productId=288,1,1,1,4,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
36,Germany,2022-11-25,/marktplatz?tab=0&orgId=247&productId=288,0,1,1,0,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
37,Germany,2022-10-19,/marktplatz%3Ftab=0?tab=0&productId=288,1,1,1,13,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
38,Germany,2022-10-16,/marktplatz?tab=0&category=CONTENT&productId=288,1,1,1,18,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
39,Germany,2022-10-16,/marktplatz?tab=0&category=CONTENT&appSubPro=288&productId=288,1,1,1,11,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
40,Germany,2022-10-16,/marktplatz?tab=0&orgId=247&productId=288,4,1,1,22,288,Aspekte der Projektkoordinaton,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
41,Germany,2023-10-24,/marktplatz?tab=0&productId=292,2,1,1,11,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
42,Germany,2023-10-11,/marktplatz?tab=0&productId=292,1,1,1,5,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
43,Germany,2023-09-27,/marktplatz?tab=0&category=CONTENT&productId=292,1,1,1,4,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
44,Germany,2023-09-06,/marktplatz?tab=0&productId=292,1,1,1,65,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
45,Germany,2023-08-26,/marktplatz?tab=0&productId=292,0,1,1,14,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
46,Germany,2023-08-24,/marktplatz?tab=0&category=CONTENT&productId=292,1,1,1,37,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
47,Austria,2023-07-13,/marktplatz?tab=0&productId=292,1,1,1,61,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
48,Germany,2023-07-05,/marktplatz?tab=0&category=CONTENT&productId=292,2,1,1,16,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
49,Germany,2023-06-01,/marktplatz%3Ftab=0&attr=27?tab=0&ptgId=61&productId=292,1,1,1,16,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
50,Germany,2023-04-15,/marktplatz?tab=0&attr=2&productId=292,1,1,1,62,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
51,Austria,2023-04-05,/marktplatz?tab=0&productId=292,1,1,1,2,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
52,Germany,2023-03-20,/marktplatz%3Ftab=0&productId=203?tab=0&productId=292,1,1,1,25,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
53,Germany,2023-03-16,/marktplatz?tab=0&attr=5&productId=292,2,1,1,23,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
54,Germany,2023-02-23,/marktplatz%3Ftab=0&category=CONTENT&productId=290?tab=0&category=CONTENT&productId=292,1,1,1,3,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
55,Germany,2023-02-23,/marktplatz?tab=0&category=CONTENT&productId=292,3,1,1,37,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
56,Germany,2023-02-01,/marktplatz%3Ftab=0?tab=0&category=CONTENT&productId=292,1,1,1,28,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
57,Germany,2022-12-17,/marktplatz%3Ftab=0?tab=0&productId=292,1,1,1,107,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
58,Germany,2022-11-29,/marktplatz%3Ftab=0?tab=0&category=CONTENT&productId=292,1,1,1,40,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
59,Germany,2022-11-28,/marktplatz?tab=0&orgId=247&productId=292,2,1,1,3,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
60,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=288?tab=0&orgId=247&productId=292,2,1,1,13,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
61,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=292?tab=0&orgId=247&productId=292,1,1,1,0,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
62,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=292?tab=0&orgId=247&productId=290,1,1,1,4,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
63,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=292?tab=0&orgId=247&appSubPro=292&productId=292,1,1,1,4,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
64,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=292?tab=0&orgId=247,1,1,1,6,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
65,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=234&productId=264?tab=0&orgId=247&productId=292,1,1,1,11,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
66,Germany,2022-11-25,/marktplatz?tab=0&orgId=247&productId=292,0,1,1,0,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
67,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=292?tab=0&orgId=247&productId=293,1,1,1,64,292,Auftraggeber-Informations-Anforderungen Geometrie Regelwerke,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
68,Germany,2023-10-24,/marktplatz?tab=0&productId=290,2,1,1,11,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
69,Germany,2023-04-15,/marktplatz?tab=0&attr=2&productId=290,1,1,1,22,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
70,Austria,2023-04-05,/marktplatz?tab=0&productId=290,1,1,1,7,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
71,Germany,2023-03-23,/marktplatz%3Ftab=0?tab=0&productId=290,1,1,1,24,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
72,Germany,2023-03-21,/marktplatz?tab=0&category=CONTENT&productId=290,1,1,1,1,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
73,Germany,2023-02-23,/marktplatz?tab=0&category=CONTENT&productId=290,4,1,1,34,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
74,Germany,2023-02-23,/marktplatz%3Ftab=0&category=CONTENT&productId=290?tab=0&category=CONTENT&appSubPro=290&productId=290,1,1,1,5,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
75,Germany,2023-02-23,/marktplatz%3Ftab=0&category=CONTENT&productId=290?tab=0&category=CONTENT&productId=290,2,1,1,2,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
76,Germany,2023-02-23,/marktplatz%3Ftab=0&category=CONTENT&productId=290?tab=0&category=CONTENT&productId=293,1,1,1,6,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
77,Germany,2023-02-23,/marktplatz%3Ftab=0&category=CONTENT&productId=290?tab=0&category=CONTENT&productId=292,1,1,1,3,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
78,Germany,2023-02-23,/marktplatz%3Ftab=0&category=CONTENT&productId=290?tab=0&category=CONTENT&productId=288,1,1,1,7,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
79,Germany,2023-02-23,/marktplatz%3Ftab=0&category=CONTENT&productId=290?tab=0&category=CONTENT,1,1,1,9,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
80,Germany,2023-01-12,/marktplatz?tab=0&productId=290,1,1,1,130,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
81,Germany,2022-12-25,/marktplatz%3Ftab=0&category=APP?tab=0&productId=290,1,1,1,45,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
82,Germany,2022-11-28,/marktplatz?tab=0&orgId=247&productId=290,3,1,1,25,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
83,Germany,2022-11-25,/marktplatz?tab=0&orgId=247&appSubPro=290&productId=290,0,1,1,0,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
84,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=292?tab=0&orgId=247&productId=290,1,1,1,4,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
85,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=290?tab=0&orgId=247&productId=290,1,1,1,3,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
86,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&productId=290?tab=0&orgId=247&appSubPro=290&productId=290,1,2,1,4,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
87,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=247&appSubPro=293&productId=293?tab=0&orgId=247&productId=290,1,1,1,10,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
88,Germany,2022-11-25,/marktplatz%3Ftab=0&orgId=234&productId=264?tab=0&orgId=247&productId=290,1,1,1,8,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
89,Germany,2022-11-25,/marktplatz?tab=0&orgId=247&productId=290,0,1,1,0,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
90,Germany,2022-11-07,/marktplatz?tab=0&productId=290,1,1,1,13,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
91,Germany,2022-10-16,/marktplatz?tab=0&orgId=247&productId=290,3,1,1,20,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
92,Germany,2022-10-13,/marktplatz?tab=0&productId=290,1,1,1,0,290,Bauphysik - Potential energetischer Gebäudesimulationen,Mittelstand 4.0-Kompetenzzentrum Planen und Bauen,247
93,Germany,2023-10-24,/marktplatz?tab=0&productId=283,1,1,1,8,283,localexpert24,Berthold Becker Büro für Ingenieur- und Tiefbau GmbH,242
94,Germany,2023-02-27,/marktplatz%3Ftab=0&attr=124?tab=0&attr=124&productId=283,1,1,1,23,283,localexpert24,Berthold Becker Büro für Ingenieur- und Tiefbau GmbH,242
95,Germany,2022-12-27,/marktplatz%3Ftab=0&search=bimcollab&productId=230?tab=0&orgId=242&productId=283,1,1,1,41,283,localexpert24,Berthold Becker Büro für Ingenieur- und Tiefbau GmbH,242
96,Germany,2022-12-26,/marktplatz%3Ftab=0&appSubPro=230&productId=230?tab=0&attr=125&productId=283,1,1,1,31,283,localexpert24,Berthold Becker Büro für Ingenieur- und Tiefbau GmbH,242
97,Germany,2022-09-19,/marktplatz%3Ftab=0&productId=283?tab=0&productId=283,2,1,1,142,283,localexpert24,Berthold Becker Büro für Ingenieur- und Tiefbau GmbH,242
98,Germany,2022-09-19,/marktplatz%3Ftab=0&productId=283?tab=0,1,1,1,42,283,localexpert24,Berthold Becker Büro für Ingenieur- und Tiefbau GmbH,242
99,Germany,2023-10-24,/marktplatz?tab=0&productId=192,1,1,1,9,192,Planon Universe for Corporate Real Estate and Facility ,Planon GmbH,185
100,Germany,2023-03-01,/marktplatz%3Ftab=0&search=Planon%20Universe%20for%20Corporate%20Real%20Estate%20and%20Facility%20&pro?tab=0&appSubPro=192&productId=192,1,1,1,0,192,Planon Universe for Corporate Real Estate and Facility ,Planon GmbH,185
101,Germany,2023-03-01,/marktplatz%3Ftab=0&search=Planon%20Universe%20for%20Corporate%20Real%20Estate%20and%20Facility%20&pro?tab=0&search=Planon%20Universe%20for%20Corporate%20Real%20Estate%20and%20Facility%20&productId=192,1,1,1,0,192,Planon Universe for Corporate Real Estate and Facility ,Planon GmbH,185
102,Germany,2023-03-01,/marktplatz%3Ftab=0&search=Planon%20Universe%20for%20Corporate%20Real%20Estate%20and%20Facility%20?tab=0&search=Planon%20Universe%20for%20Corporate%20Real%20Estate%20and%20Facility%20&productId=192,1,1,1,1,192,Planon Universe for Corporate Real Estate and Facility ,Planon GmbH,185
103,Germany,2023-03-01,/marktplatz?tab=0&search=Planon%20Universe%20for%20Corporate%20Real%20Estate%20and%20Facility%20&productId=192,0,1,1,0,192,Planon Universe for Corporate Real Estate and Facility ,Planon GmbH,185
104,Germany,2023-01-11,/marktplatz?tab=0&ptgId=19&productId=192,1,1,1,522,192,Planon Universe for Corporate Real Estate and Facility ,Planon GmbH,185
105,Germany,2022-12-01,/marktplatz?tab=0&ptgId=13&productId=192,1,1,1,48,192,Planon Universe for Corporate Real Estate and Facility ,Planon GmbH,185
106,Germany,2023-10-24,/marktplatz?tab=0&productId=253,2,1,1,46,253,Dalux Handover,Dalux Germany GmbH,229
107,Germany,2023-08-28,/marktplatz?tab=0&orgId=229&productId=253,1,1,1,5,253,Dalux Handover,Dalux Germany GmbH,229
108,Germany,2023-02-21,/marktplatz%3Ftab=0?tab=0&attr=85&productId=253,1,1,1,110,253,Dalux Handover,Dalux Germany GmbH,229
109,Germany,2023-01-18,/marktplatz?tab=0&attr=110&attr=111&productId=253,1,1,1,128,253,Dalux Handover,Dalux Germany GmbH,229
110,Germany,2023-01-09,/marktplatz%3Ftab=0?tab=0&attr=14&ptgId=15&productId=253,1,1,1,7,253,Dalux Handover,Dalux Germany GmbH,229
111,Germany,2022-12-15,/marktplatz%3Ftab=0&attr=117?tab=0&attr=14&productId=253,1,1,1,25,253,Dalux Handover,Dalux Germany GmbH,229
112,Germany,2022-12-08,/marktplatz?tab=0&search=dalux&productId=253,1,1,1,11,253,Dalux Handover,Dalux Germany GmbH,229
113,Germany,2022-11-19,/marktplatz%3Ftab=0?tab=0&search=Dalux&productId=253,1,1,1,23,253,Dalux Handover,Dalux Germany GmbH,229
114,Germany,2022-10-24,/marktplatz%3Ftab=0&search=Dalux?tab=0&search=Dalux&productId=253,1,1,1,5,253,Dalux Handover,Dalux Germany GmbH,229
115,Germany,2023-10-26,/marktplatz?tab=0&productId=251,1,1,1,27,251,Dalux Box,Dalux Germany GmbH,229
116,Germany,2023-10-24,/marktplatz?tab=0&productId=251,1,1,1,6,251,Dalux Box,Dalux Germany GmbH,229
117,Germany,2023-10-23,/marktplatz?tab=0&ptgId=23&productId=251,1,2,1,15,251,Dalux Box,Dalux Germany GmbH,229
118,Germany,2023-10-12,/marktplatz?tab=0&attr=23&productId=251,1,2,1,24,251,Dalux Box,Dalux Germany GmbH,229
119,Germany,2023-10-10,/marktplatz?tab=0&ptgId=33&productId=251,1,1,1,70,251,Dalux Box,Dalux Germany GmbH,229
120,Germany,2023-09-04,/marktplatz?tab=0&ptgId=42&productId=251,1,1,1,10,251,Dalux Box,Dalux Germany GmbH,229
121,Germany,2023-08-28,/marktplatz?tab=0&orgId=229&productId=251,1,1,1,0,251,Dalux Box,Dalux Germany GmbH,229
122,Germany,2023-08-08,/marktplatz?tab=0&search=dalux&productId=251,1,1,1,19,251,Dalux Box,Dalux Germany GmbH,229
123,Germany,2023-08-02,/marktplatz?tab=0&orgId=229&productId=251,1,1,1,126,251,Dalux Box,Dalux Germany GmbH,229
124,Germany,2023-07-25,/marktplatz?tab=0&category=APP&attr=14&attr=118&appSubPro=251&productId=251,1,1,1,5,251,Dalux Box,Dalux Germany GmbH,229
125,Germany,2023-07-25,/marktplatz?tab=0&attr=14&attr=118&category=APP&productId=251,1,1,1,21,251,Dalux Box,Dalux Germany GmbH,229
126,Germany,2023-06-23,/marktplatz?tab=0&search=Dalux&productId=251,1,1,1,17,251,Dalux Box,Dalux Germany GmbH,229
127,Germany,2023-04-20,/marktplatz?tab=0&attr=31&productId=251,1,1,1,31,251,Dalux Box,Dalux Germany GmbH,229
128,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&productId=251,1,1,1,5,251,Dalux Box,Dalux Germany GmbH,229
129,Austria,2023-03-13,/marktplatz?tab=0&search=dalux&productId=251,0,1,1,0,251,Dalux Box,Dalux Germany GmbH,229
130,Austria,2023-03-13,/marktplatz%3Ftab=2?tab=0&search=dalux&productId=251,1,2,1,7,251,Dalux Box,Dalux Germany GmbH,229
131,Austria,2023-03-01,/marktplatz%3Ftab=0&productId=156?tab=0&category=APP&ptgId=7&productId=251,1,1,1,118,251,Dalux Box,Dalux Germany GmbH,229
132,Germany,2023-01-28,/marktplatz%3Ftab=0&productId=277?tab=0&productId=251,1,1,1,69,251,Dalux Box,Dalux Germany GmbH,229
133,Germany,2023-01-09,/marktplatz%3Ftab=0?tab=0&attr=14&ptgId=15&productId=251,1,1,1,26,251,Dalux Box,Dalux Germany GmbH,229
134,Germany,2022-12-21,/marktplatz%3Ftab=0&search=BIMcollab%20Cloud&productId=230?tab=0&ptgId=33&productId=251,1,1,1,5,251,Dalux Box,Dalux Germany GmbH,229
135,Germany,2022-12-15,/marktplatz%3Ftab=0&productId=251?tab=0&productId=94,1,1,1,181,251,Dalux Box,Dalux Germany GmbH,229
136,Germany,2022-12-15,/marktplatz%3Ftab=0&productId=251?tab=0&productId=251,2,1,1,114,251,Dalux Box,Dalux Germany GmbH,229
137,Germany,2022-12-15,/marktplatz%3Ftab=0&productId=251?tab=0&productId=87,1,1,1,26,251,Dalux Box,Dalux Germany GmbH,229
138,Germany,2022-12-15,/marktplatz%3Ftab=0&productId=251?tab=0&productId=28,1,1,1,15,251,Dalux Box,Dalux Germany GmbH,229
139,Germany,2022-12-15,/marktplatz%3Ftab=0&productId=251?tab=0&productId=212,1,1,1,7,251,Dalux Box,Dalux Germany GmbH,229
