,Country,Date,pagePath,Number of Pages,Sessions,Users,Duration
685,Germany,2023-04-14,/marktplatz%3Ftab=0?tab=0&search=thinkproject,1,1,1,4
684,Germany,2023-04-14,/marktplatz%3Ftab=0?tab=0&search=think,1,1,1,11
1074,Indonesia,2023-04-14,/marktplatz?tab=2&organisationId=59,1,1,1,2
1073,Indonesia,2023-04-14,/marktplatz?tab=2&organisationId=113,1,1,1,17
1072,Indonesia,2023-04-14,/marktplatz?tab=2,1,1,1,4
1071,Indonesia,2023-04-14,/marktplatz?tab=1,1,1,1,2
1070,Indonesia,2023-04-14,/marktplatz?tab=0&productId=66,1,1,1,7
1069,Indonesia,2023-04-14,/marktplatz?tab=0&productId=233,1,1,1,14
1068,Indonesia,2023-04-14,/marktplatz?tab=0&productId=203,1,1,1,7
1067,Indonesia,2023-04-14,/marktplatz?tab=0&productId=154,1,1,1,46
401,Austria,2023-04-13,/marktplatz?tab=0,1,2,1,3
399,Austria,2023-04-13,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=47,1,1,1,1
398,Austria,2023-04-13,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&productId=195,1,1,1,0
229,Germany,2023-04-13,/marktplatz?tab=0,2,3,3,13
394,Austria,2023-04-13,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0,1,1,1,36
395,Austria,2023-04-13,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=22,1,1,1,1
396,Austria,2023-04-13,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45,1,1,1,6
397,Austria,2023-04-13,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&appSubPro=195&productId=195,1,1,1,5
400,Austria,2023-04-13,/marktplatz%3Ftab=0?tab=0,1,1,1,1
674,Germany,2023-04-13,/marktplatz?tab=0&search=XYZ,1,1,1,2
677,Germany,2023-04-13,/marktplatz?tab=2&orgId=17&organisationId=17,1,1,1,5
667,Germany,2023-04-13,/marktplatz%3Ftab=0&ptgId=64?tab=0&ptgId=64,1,1,1,6
1302,United States,2023-04-13,/,0,2,2,0
1116,Austria,2023-04-13,/,0,1,1,0
1117,Austria,2023-04-13,/marktplatz?tab=0&ptgId=45&productId=195,0,1,1,0
169,Austria,2023-04-13,/marktplatz,2,1,1,0
63,Germany,2023-04-13,/marktplatz%3Ftab=0?tab=0,7,3,3,174
62,Germany,2023-04-13,/marktplatz,7,5,5,29
124,Germany,2023-04-13,/marktplatz%3Ftab=0?tab=0&ptgId=19&attr=86,3,1,1,7
1203,Germany,2023-04-13,/,0,4,4,0
676,Germany,2023-04-13,/marktplatz?tab=2,1,1,1,24
668,Germany,2023-04-13,/marktplatz%3Ftab=0?tab=0&attr=86,1,1,1,10
669,Germany,2023-04-13,/marktplatz%3Ftab=0?tab=0&attr=86&productId=243,1,1,1,44
670,Germany,2023-04-13,/marktplatz%3Ftab=0?tab=0&ptgId=19,1,1,1,38
671,Germany,2023-04-13,/marktplatz%3Ftab=0?tab=0&ptgId=19&attr=86&productId=245,1,1,1,10
672,Germany,2023-04-13,/marktplatz%3Ftab=0?tab=0&ptgId=19&attr=86&productId=280,1,1,1,32
673,Germany,2023-04-13,/marktplatz%3Ftab=0?tab=2,1,1,1,47
1204,Germany,2023-04-13,/marktplatz?tab=0&ptgId=64,0,1,1,0
675,Germany,2023-04-13,/marktplatz?tab=0&search=XYZ&ptgId=22,1,1,1,27
392,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=1,1,1,1,152
390,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&productId=195,1,1,1,0
389,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&appSubPro=195&productId=195,1,1,1,5
388,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45,1,1,1,5
387,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=26&attr=83&attr=117&productId=286,1,1,1,5
386,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=26&attr=83,1,1,1,9
385,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=26,1,1,1,21
384,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=20,1,1,1,1
82,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0,4,1,1,285
228,Germany,2023-04-12,/marktplatz%3Ftab=0&ptgId=64?tab=0&ptgId=64,2,2,1,0
1113,Austria,2023-04-12,/marktplatz?tab=0&appSubPro=205&productId=205,0,1,1,0
1114,Austria,2023-04-12,/marktplatz?tab=0&ptgId=45&productId=195,0,1,1,0
1115,Austria,2023-04-12,/marktplatz?tab=0&ptgId=57,0,1,1,0
1101,United States,2023-04-12,/marktplatz?tab=0,1,1,1,0
1140,Finland,2023-04-12,/marktplatz?tab=0&appSubPro=205&productId=205,0,1,1,0
1199,Germany,2023-04-12,/marktplatz?tab=0,0,2,2,7
1200,Germany,2023-04-12,/marktplatz?tab=0&ptgId=64,0,2,1,0
1201,Germany,2023-04-12,/marktplatz?tab=0&ptgId=64&productId=308,0,1,1,0
1202,Germany,2023-04-12,/marktplatz?tab=2,0,1,1,0
393,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=57?tab=0&ptgId=57&certificationType=PTG_CERT,1,1,1,78
391,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&search=LCM%20Digital&productId=287,1,1,1,3
1100,United States,2023-04-12,/marktplatz,1,1,1,0
168,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=57?tab=0&ptgId=57,2,1,1,0
666,Germany,2023-04-12,/marktplatz%3Ftab=2?tab=2,1,1,1,2
665,Germany,2023-04-12,/marktplatz%3Ftab=0&ptgId=64?tab=0&ptgId=64&productId=308,1,1,1,0
167,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&search=LCM%20Digital,2,1,1,35
166,Austria,2023-04-12,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=26&attr=83&attr=117,2,1,1,110
1301,United States,2023-04-12,/,0,1,1,0
1292,Russia,2023-04-12,/,0,1,1,0
1195,Germany,2023-04-11,/marktplatz?tab=1,0,1,1,0
1191,Germany,2023-04-11,/marktplatz?tab=0&attr=20&appSubPro=124&productId=124,0,1,1,1
1192,Germany,2023-04-11,/marktplatz?tab=0&attr=20&productId=124,0,1,1,0
1193,Germany,2023-04-11,/marktplatz?tab=0&ptgId=45&productId=195,0,1,1,0
1194,Germany,2023-04-11,/marktplatz?tab=0&ptgId=64,0,1,1,0
1197,Germany,2023-04-11,/marktplatz?tab=2&organisationId=6,0,2,2,0
1196,Germany,2023-04-11,/marktplatz?tab=2,0,2,1,0
220,Germany,2023-04-11,/marktplatz%3Ftab=2?tab=0&orgId=6&productId=10,2,2,1,6
1198,Germany,2023-04-11,/organisations/,0,1,1,0
221,Germany,2023-04-11,/marktplatz%3Ftab=2?tab=0&orgId=6&productId=7,2,2,1,16
222,Germany,2023-04-11,/marktplatz%3Ftab=2?tab=0&orgId=6&productId=8,2,2,1,26
223,Germany,2023-04-11,/marktplatz%3Ftab=2?tab=0&orgId=6&productId=9,2,2,1,7
21,Germany,2023-04-11,/marktplatz,16,5,4,100
49,Germany,2023-04-11,/organisations/6/information,9,1,1,121
39,Germany,2023-04-11,/marktplatz?tab=0,10,12,9,159
33,Germany,2023-04-11,/marktplatz%3Ftab=0?tab=0,13,4,3,179
1190,Germany,2023-04-11,/marktplatz?tab=0&attr=118&productId=255,0,1,1,0
77,Germany,2023-04-11,/organisations/6/information?tab=0,5,1,1,38
219,Germany,2023-04-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=1,2,2,1,2
123,Germany,2023-04-11,/marktplatz%3Ftab=2?tab=0&orgId=6,3,2,1,22
1075,Ireland,2023-04-11,/marktplatz,1,1,1,0
91,Germany,2023-04-11,/marktplatz%3Ftab=0&ptgId=64?tab=0&ptgId=64,4,1,1,63
92,Germany,2023-04-11,/marktplatz%3Ftab=2?tab=2,4,2,1,6
93,Germany,2023-04-11,/marktplatz%3Ftab=2?tab=2&organisationId=6,4,2,1,103
120,Germany,2023-04-11,/,3,5,4,34
121,Germany,2023-04-11,/marktplatz%3Ftab=2&organisationId=6?tab=2&orgId=6&organisationId=6,3,2,2,38
122,Germany,2023-04-11,/marktplatz%3Ftab=2&organisationId=6?tab=2&organisationId=6,3,2,2,14
224,Germany,2023-04-11,/marktplatz?tab=0&search=GAMMA%20AR,2,1,1,22
218,Germany,2023-04-11,/marktplatz%3Ftab=0&ptgId=20?tab=0&ptgId=20,2,1,1,105
225,Germany,2023-04-11,/organisations/6/information?tab=0&orgId=6,2,1,1,26
226,Germany,2023-04-11,/organisations/6/information?tab=2,2,1,1,82
227,Germany,2023-04-11,/organisations/6/information?tab=2&search=Hottgenroth%20Software,2,1,1,2
1277,Ireland,2023-04-11,/?fbclid=IwAR2V9PgbYW4ixuZNUZ2gV9uOGdqneiJblKfVz1WchJUFhYgjQAmlaqfEcO8,0,1,1,0
9,Germany,2023-04-11,/marktplatz%3Ftab=0,55,2,2,482
217,Germany,2023-04-11,/marktplatz%3Ftab=0&orgId=6?tab=0&orgId=6,2,2,2,30
1076,Ireland,2023-04-11,/marktplatz?tab=0,1,1,1,0
28,Germany,2023-04-11,/profil/mitgliedschaften,14,1,1,192
654,Germany,2023-04-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0,1,1,1,11
660,Germany,2023-04-11,/marktplatz?tab=0&orgId=6,1,2,2,1
656,Germany,2023-04-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&productId=195,1,1,1,1
648,Germany,2023-04-11,/marktplatz%3Ftab=0&orgId=6?tab=0&orgId=6&productId=7,1,1,1,55
649,Germany,2023-04-11,/marktplatz%3Ftab=0&ptgId=20?tab=0,1,1,1,18
650,Germany,2023-04-11,/marktplatz%3Ftab=0&ptgId=20?tab=0&ptgId=16,1,1,1,43
651,Germany,2023-04-11,/marktplatz%3Ftab=0&ptgId=20?tab=0&ptgId=16&rating=5,1,1,1,1
653,Germany,2023-04-11,/marktplatz%3Ftab=0&ptgId=20?tab=0&ptgId=59&ptgId=16,1,1,1,1
655,Germany,2023-04-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&appSubPro=195&productId=195,1,1,1,5
657,Germany,2023-04-11,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=1&certificationId=21,1,1,1,17
646,Germany,2023-04-11,/login%3Fcode=_fLLSX?code=_fLLSX,1,1,1,0
664,Germany,2023-04-11,/organisations/6/information?tab=2&search=Hottgenroth%20Software&organisationId=6,1,1,1,6
663,Germany,2023-04-11,/organisations/6/information?tab=0&orgId=6&search=Hottgenroth%20Software,1,1,1,14
662,Germany,2023-04-11,/marktplatz?tab=0&search=GAMMA%20AR&productId=308,1,1,1,4
661,Germany,2023-04-11,/marktplatz?tab=0&ptgId=46,1,1,1,8
659,Germany,2023-04-11,/marktplatz%3Ftab=2&organisationId=6?tab=0&orgId=6,1,1,1,3
658,Germany,2023-04-11,/marktplatz%3Ftab=0?tab=0&ptgId=64,1,1,1,18
647,Germany,2023-04-11,/marktplatz%3Ftab=0&attr=118&productId=255?tab=0&attr=118&productId=255,1,1,1,5
652,Germany,2023-04-11,/marktplatz%3Ftab=0&ptgId=20?tab=0&ptgId=59,1,1,1,26
645,Germany,2023-04-10,/marktplatz%3Ftab=0?tab=0,1,1,1,0
1099,United States,2023-04-10,/marktplatz,1,1,1,4
1300,United States,2023-04-10,/,0,1,1,0
1291,Russia,2023-04-10,/,0,2,2,0
1189,Germany,2023-04-10,/marktplatz?tab=0,0,1,1,0
643,Germany,2023-04-08,/marktplatz,1,1,1,9
383,Austria,2023-04-08,/marktplatz,1,1,1,2
1112,Austria,2023-04-08,/,0,1,1,0
165,Austria,2023-04-08,/marktplatz%3Ftab=0?tab=0,2,1,1,40
644,Germany,2023-04-08,/marktplatz?tab=0,1,1,1,2
1188,Germany,2023-04-08,/,0,1,1,0
216,Germany,2023-04-08,/marktplatz%3Ftab=0&productId=210?tab=0&productId=210,2,1,1,82
485,France,2023-04-07,/marktplatz,1,1,1,3
486,France,2023-04-07,/marktplatz?tab=0,1,1,1,3
1145,France,2023-04-07,/,0,1,1,0
1279,Italy,2023-04-07,/,0,1,1,0
604,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&orgId=193,1,1,1,1
611,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&productId=251,1,1,1,5
610,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&productId=240&orgId=222,1,1,1,1
609,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&productId=240,1,1,1,37
608,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&productId=187,1,1,1,18
607,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&productId=174,1,1,1,24
612,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&productId=278,1,1,1,15
606,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&productId=161,1,1,1,18
605,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&orgId=222,1,1,1,14
599,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=49&productId=71,1,1,1,28
603,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=58,1,1,1,1
602,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=57&productId=151,1,1,1,0
601,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=57&appSubPro=151&productId=151,1,1,1,2
600,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=57,1,1,1,34
614,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&productId=52,1,1,1,2
598,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&productId=14,1,1,1,102
207,Germany,2023-04-06,/,2,2,2,5
632,Germany,2023-04-06,/marktplatz%3Ftab=0?tab=2&orgId=57&organisationId=57,1,1,1,10
631,Germany,2023-04-06,/marktplatz%3Ftab=0?tab=2,1,1,1,24
630,Germany,2023-04-06,/marktplatz%3Ftab=0?tab=1&orgId=113,1,1,1,4
629,Germany,2023-04-06,/marktplatz%3Ftab=0?tab=1&certificationId=11,1,1,1,54
208,Germany,2023-04-06,/marktplatz,2,3,3,2
209,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45,2,2,1,13
210,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=57,2,1,1,25
613,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&productId=280,1,1,1,27
90,Germany,2023-04-06,/marktplatz?tab=1,4,2,1,87
615,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&productId=87,1,1,1,8
642,Germany,2023-04-06,/marktplatz?tab=1&certificationId=26,1,1,1,26
626,Germany,2023-04-06,/marktplatz%3Ftab=0?tab=0&productId=203,1,1,1,30
32,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7,13,1,1,182
625,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=27?tab=0&ptgId=57&productId=27,1,1,1,0
119,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&orgId=240&ptgId=7,3,1,1,22
118,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&appSubPro=195&productId=195,3,2,1,12
117,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0,3,3,1,32
624,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=27?tab=0&ptgId=57&productId=151,1,1,1,36
623,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=27?tab=0&ptgId=57&productId=13,1,1,1,11
622,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=27?tab=0&ptgId=57&appSubPro=27&productId=27,1,1,1,4
621,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=27?tab=0&ptgId=57,1,1,1,31
620,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=2&orgId=240&organisationId=240&ptgId=7,1,1,1,1
164,Austria,2023-04-06,/marktplatz?tab=0,2,1,1,46
641,Germany,2023-04-06,/marktplatz?tab=1&certificationId=19,1,1,1,2
89,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=45&productId=195,4,2,1,13
640,Germany,2023-04-06,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&productId=124,1,1,1,17
639,Germany,2023-04-06,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT,1,1,1,13
638,Germany,2023-04-06,/marktplatz?tab=0,1,5,3,2
637,Germany,2023-04-06,/marktplatz%3Ftab=2?tab=2&organisationId=6,1,1,1,458
212,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=49,2,1,1,115
636,Germany,2023-04-06,/marktplatz%3Ftab=2?tab=0&orgId=6&productId=10,1,2,1,14
635,Germany,2023-04-06,/marktplatz%3Ftab=2?tab=0&orgId=6,1,1,1,19
634,Germany,2023-04-06,/marktplatz%3Ftab=0?tab=2&organisationId=113&orgId=113,1,1,1,1
633,Germany,2023-04-06,/marktplatz%3Ftab=0?tab=2&organisationId=113,1,1,1,32
618,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=2&orgId=222&organisationId=222,1,1,1,8
617,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=2&orgId=193&organisationId=193&ptgId=7,1,1,1,1
616,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=2&orgId=193&organisationId=193,1,1,1,10
211,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&orgId=240&ptgId=7&productId=280,2,1,1,7
619,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=2&orgId=222&organisationId=222&ptgId=7,1,1,1,1
213,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&ptgId=7&productId=201,2,1,1,38
1180,Germany,2023-04-06,/marktplatz?tab=0&appSubPro=205&productId=205,0,1,1,36
1110,Austria,2023-04-06,/marktplatz,0,1,1,0
1111,Austria,2023-04-06,/marktplatz?tab=2,0,1,1,10
68,Germany,2023-04-06,/marktplatz%3Ftab=0?tab=0,6,3,3,39
1177,Germany,2023-04-06,/hexagonppm.com,0,1,1,0
1178,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0&orgId=240,0,1,1,18
1179,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=2&orgId=240&organisationId=240,0,1,1,18
1181,Germany,2023-04-06,/marktplatz?tab=0&orgId=6,0,2,2,0
57,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=57&productId=151?tab=0,8,3,1,92
1182,Germany,2023-04-06,/marktplatz?tab=0&orgId=6&productId=10,0,1,1,0
1183,Germany,2023-04-06,/marktplatz?tab=0&ptgId=45&productId=195,0,2,1,0
1184,Germany,2023-04-06,/marktplatz?tab=0&ptgId=57&productId=151,0,1,1,0
1185,Germany,2023-04-06,/marktplatz?tab=0&ptgId=57&productId=27,0,1,1,0
1186,Germany,2023-04-06,/marktplatz?tab=2,0,2,2,0
1187,Germany,2023-04-06,/pmgnet.de,0,1,1,0
214,Germany,2023-04-06,/marktplatz%3Ftab=0?tab=1,2,1,1,47
628,Germany,2023-04-06,/marktplatz%3Ftab=0?tab=0&search=contact&productId=246,1,1,1,212
596,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=2&search=Hottgenroth%20Software%20GmbH%20%26%20Co.%20KG,1,1,1,1
378,Austria,2023-04-06,/marktplatz%3Ftab=0&productId=124?tab=0&appSubPro=124&productId=124,1,1,1,1
591,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&orgId=6&search=Hottgenroth%20Software%20GmbH%20%26%20Co.%20KG,1,1,1,1
590,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&orgId=6,1,2,1,10
593,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=57&productId=27,1,1,1,44
594,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&search=hottgen,1,1,1,1
595,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=2,1,1,1,15
597,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=2&search=Hottgenroth%20Software%20GmbH%20%26%20Co.%20KG&organisationId=6,1,1,1,6
592,Germany,2023-04-06,/marktplatz%3Ftab=0&ptgId=45&productId=195?tab=0&ptgId=57&productId=242,1,1,1,12
589,Germany,2023-04-06,/marktplatz%3Ftab=0&orgId=6?tab=0&orgId=6,1,1,1,11
379,Austria,2023-04-06,/marktplatz%3Ftab=0&productId=124?tab=0&appSubPro=124&productId=154,1,1,1,9
380,Austria,2023-04-06,/marktplatz%3Ftab=0&productId=124?tab=0&productId=124,1,1,1,0
381,Austria,2023-04-06,/marktplatz?tab=0&productId=124,1,3,2,5
382,Austria,2023-04-06,/marktplatz?tab=0&productId=154,1,1,1,1
627,Germany,2023-04-06,/marktplatz%3Ftab=0?tab=0&search=contact,1,1,1,1
215,Germany,2023-04-06,/marktplatz%3Ftab=2?tab=2,2,2,2,8
1170,Germany,2023-04-05,/login?code=6WLx12,0,1,1,0
76,Germany,2023-04-05,/marktplatz%3Ftab=0,5,5,3,34
73,Austria,2023-04-05,/marktplatz?tab=2,5,2,1,70
1168,Germany,2023-04-05,/,0,3,2,4
1169,Germany,2023-04-05,/login,0,1,1,0
588,Germany,2023-04-05,/registry/confirm%3Fcode=52869d94-0abe-442d-9183-57b6e1f28434?code=52869d94-0abe-442d-9183-57b6e1f28434,1,1,1,0
1175,Germany,2023-04-05,/marktplatz?tab=0&appSubPro=205&productId=205,0,2,2,0
1171,Germany,2023-04-05,/login?code=KGb2zx,0,1,1,0
1172,Germany,2023-04-05,/login?code=PwUgfQ,0,1,1,0
1173,Germany,2023-04-05,/login?code=lXS421,0,1,1,0
1174,Germany,2023-04-05,/login?code=pUEjpo,0,1,1,0
567,Germany,2023-04-05,/login%3Fcode=KGb2zx?tab=0,1,1,1,3
1176,Germany,2023-04-05,/registry/confirm?code=52869d94-0abe-442d-9183-57b6e1f28434,0,1,1,0
566,Germany,2023-04-05,/login%3Fcode=6WLx12?code=6WLx12,1,1,1,4
106,Austria,2023-04-05,/marktplatz,3,1,1,2
568,Germany,2023-04-05,/login%3Fcode=O8OfoU,1,1,1,0
578,Germany,2023-04-05,/marktplatz%3Ftab=2?tab=0&orgId=6&appSubPro=7&productId=7,1,1,1,74
586,Germany,2023-04-05,/marktplatz?tab=2,1,2,2,3
585,Germany,2023-04-05,/marktplatz?tab=1,1,2,1,10
584,Germany,2023-04-05,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT&productId=180,1,1,1,13
583,Germany,2023-04-05,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT&certificationType=PTG_CERT,1,1,1,2
346,Austria,2023-04-05,/marktplatz?tab=0&productId=234,1,1,1,22
53,Austria,2023-04-05,/marktplatz?tab=0,8,2,1,57
582,Germany,2023-04-05,/marktplatz?tab=0&certificationType=ATTRIBUTE_CERT,1,1,1,8
581,Germany,2023-04-05,/marktplatz%3Ftab=2?tab=2&organisationId=6,1,1,1,53
580,Germany,2023-04-05,/marktplatz%3Ftab=2?tab=2,1,1,1,0
579,Germany,2023-04-05,/marktplatz%3Ftab=2?tab=0&orgId=6&productId=7,1,1,1,6
1096,Russia,2023-04-05,/marktplatz,1,1,1,2
587,Germany,2023-04-05,/registry/confirm%3Fcode=52869d94-0abe-442d-9183-57b6e1f28434,1,1,1,4
1097,Russia,2023-04-05,/marktplatz?tab=0,1,1,1,4
577,Germany,2023-04-05,/marktplatz%3Ftab=2?tab=0&orgId=6,1,1,1,20
576,Germany,2023-04-05,/marktplatz%3Ftab=2,1,1,1,6
575,Germany,2023-04-05,/login%3Fcode=rIyXgB?code=rIyXgB,1,1,1,51
574,Germany,2023-04-05,/login%3Fcode=pUEjpo?tab=0,1,1,1,18
573,Germany,2023-04-05,/login%3Fcode=pUEjpo,1,1,1,0
572,Germany,2023-04-05,/login%3Fcode=lXS421?code=lXS421,1,1,1,8
571,Germany,2023-04-05,/login%3Fcode=gv0Z2x?code=gv0Z2x,1,1,1,0
570,Germany,2023-04-05,/login%3Fcode=PwUgfQ?code=PwUgfQ,1,1,1,7
569,Germany,2023-04-05,/login%3Fcode=O8OfoU?code=O8OfoU,1,1,1,0
1109,Austria,2023-04-05,/,0,1,1,0
347,Austria,2023-04-05,/marktplatz?tab=0&productId=237,1,1,1,14
35,Germany,2023-04-05,/marktplatz?tab=0,12,7,5,276
375,Austria,2023-04-05,/marktplatz?tab=2&organisationId=226,1,1,1,2
354,Austria,2023-04-05,/marktplatz?tab=0&productId=311,1,1,1,6
356,Austria,2023-04-05,/marktplatz?tab=0&productId=68,1,1,1,14
357,Austria,2023-04-05,/marktplatz?tab=0&productId=70,1,1,1,25
358,Austria,2023-04-05,/marktplatz?tab=0&productId=73,1,1,1,2
359,Austria,2023-04-05,/marktplatz?tab=0&search=artaker,1,1,1,4
360,Austria,2023-04-05,/marktplatz?tab=0&search=dienstleistung&productId=154,1,1,1,2
361,Austria,2023-04-05,/marktplatz?tab=0&search=revit&productId=50,1,1,1,7
362,Austria,2023-04-05,/marktplatz?tab=1,1,1,1,5
363,Austria,2023-04-05,/marktplatz?tab=1&certifiId=27&certificationId=27,1,1,1,24
364,Austria,2023-04-05,/marktplatz?tab=1&certificationId=12,1,1,1,1
365,Austria,2023-04-05,/marktplatz?tab=1&certificationId=15,1,1,1,2
366,Austria,2023-04-05,/marktplatz?tab=1&certificationId=20,1,1,1,6
367,Austria,2023-04-05,/marktplatz?tab=1&certificationId=21,1,1,1,10
368,Austria,2023-04-05,/marktplatz?tab=1&certificationId=24,1,1,1,3
369,Austria,2023-04-05,/marktplatz?tab=1&certificationId=27,1,1,1,4
370,Austria,2023-04-05,/marktplatz?tab=1&certificationId=30,1,1,1,1
371,Austria,2023-04-05,/marktplatz?tab=2&organisationId=200,1,1,1,3
372,Austria,2023-04-05,/marktplatz?tab=2&organisationId=202,1,1,1,3
373,Austria,2023-04-05,/marktplatz?tab=2&organisationId=214,1,1,1,2
353,Austria,2023-04-05,/marktplatz?tab=0&productId=304,1,1,1,8
